Classifier 271: 100100100100000100100100 = 6 fitness,0]: 0.27829000000000004 prediction,0]: 276.5343180727898 error,0]: 184.35621204852654 fitness,1]: 0.27829000000000004 prediction,1]: 58.78588161165417 error,1]: 39.19058774110278 Experience: 3 numerisity: 1 weight: ,"1, 0] position: ", 7. 10.]
Classifier 241: 010011010000100100100100 = 3 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",7. 4.]
Classifier 242: 0#001101000010010#1001#0 = 6 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",7. 4.]
Classifier 243: 010011010000100100100100 = 1 fitness,0]: 0.7735197546958862 prediction,0]: 1000.0 error,0]: 0.0 fitness,1]: 0.7735197546958862 prediction,1]: 200.0 error,1]: 0.0 Experience: 14 numerisity: 1 weight: ,"0.5, 0.5] position: ",7. 4.]
Classifier 244: 01001101000#100100100100 = 0 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",7. 4.]
Classifier 245: 0100110#00001#0#00100100 = 2 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",7. 4.]
Classifier 246: 01#0110100001#0100100100 = 1 fitness,0]: 0.7735197546958862 prediction,0]: 1000.0 error,0]: 0.0 fitness,1]: 0.7735197546958862 prediction,1]: 200.0 error,1]: 0.0 Experience: 14 numerisity: 1 weight: ,"0, 1] position: ",7. 4.]
Classifier 247: 01001#010000100100100100 = 4 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",7. 4.]
Classifier 248: 010011010000100100100100 = 3 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",7. 4.]
Classifier 249: 0100110100001#0100100#00 = 5 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",7. 4.]
Classifier 291: 000100100100100#0010010# = 2 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"1, 0] position: ",7. 5.]
Classifier 292: 00#100100100100100100100 = 1 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"1, 0] position: ",7. 5.]
Classifier 293: 00010#100100100100100100 = 3 fitness,0]: 0.109 prediction,0]: 0.0 error,0]: 0.0 fitness,1]: 0.109 prediction,1]: 0.0 error,1]: 0.0 Experience: 1 numerisity: 1 weight: ,"1, 0] position: ",7. 5.]
Classifier 294: 0#0100100100100100#00100 = 0 fitness,0]: 0.109 prediction,0]: 750.2350306462646 error,0]: 0.0 fitness,1]: 0.109 prediction,1]: 197.40877221061245 error,1]: 0.0 Experience: 1 numerisity: 1 weight: ,"1, 0] position: ",7. 5.]
Classifier 295: 0001001#010#100100100100 = 5 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"1, 0] position: ",7. 5.]
Classifier 296: 000100100100100#00100100 = 6 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"1, 0] position: ",7. 5.]
Classifier 297: 0001001001001001#0100100 = 2 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",7. 5.]
Classifier 298: 0001001001001#0100100100 = 4 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",7. 5.]
Classifier 299: 000100100100100100100100 = 1 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",7. 5.]
Classifier 300: 00010010#100100100100100 = 6 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",7. 5.]
Classifier 301: 000100100100100100100100 = 5 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",7. 5.]
Classifier 302: 000100100100100100100100 = 0 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",7. 5.]
Classifier 303: 000100100100100100100100 = 3 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",7. 5.]
Classifier 304: 000100100100100100100##0 = 1 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",7. 5.]
Classifier 305: #0010010010010010010#100 = 0 fitness,0]: 0.059000000000000004 prediction,0]: 1000.0 error,0]: 0.0 fitness,1]: 0.059000000000000004 prediction,1]: 200.0 error,1]: 0.0 Experience: 1 numerisity: 1 weight: ,"0, 1] position: ",7. 5.]
Classifier 306: 0001001001001#0100100100 = 6 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",7. 5.]
Classifier 307: 0001#0100100#001001001#0 = 2 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",7. 5.]
Classifier 308: 0001001001#0100100100100 = 5 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",7. 5.]
Classifier 309: 00010010#100100100100100 = 4 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",7. 5.]
Classifier 250: 100100100100100100100000 = 3 fitness,0]: 0.5264860690000001 prediction,0]: 670.5393928321157 error,0]: 200.35936289758175 fitness,1]: 0.5264860690000001 prediction,1]: 145.12132891685278 error,1]: 41.90751523865757 Experience: 7 numerisity: 1 weight: ,"1, 0] position: ",7. 9.]
Classifier 251: 100100100100100#00100000 = 2 fitness,0]: 0.1981 prediction,0]: 432.348270869426 error,0]: 216.174135434713 fitness,1]: 0.1981 prediction,1]: 101.7681370790693 error,1]: 40.88406853953465 Experience: 2 numerisity: 1 weight: ,"1, 0] position: ",7. 9.]
Classifier 252: 100100100100100100100000 = 0 fitness,0]: 0.47387341000000005 prediction,0]: 585.2202230414996 error,0]: 275.9095925718681 fitness,1]: 0.47387341000000005 prediction,1]: 130.0156421422699 error,1]: 63.4478835657835 Experience: 6 numerisity: 1 weight: ,"1, 0] position: ",7. 9.]
Classifier 253: 10010010010##00100100000 = 6 fitness,0]: 0.5738374621000001 prediction,0]: 463.98551805046316 error,0]: 209.29977710091327 fitness,1]: 0.5738374621000001 prediction,1]: 110.20974457108035 error,1]: 48.569342324715706 Experience: 8 numerisity: 1 weight: ,"1, 0] position: ",7. 9.]
Classifier 254: 100100100#0#100100100000 = 1 fitness,0]: 0.9289280992185066 prediction,0]: 865.5822651035393 error,0]: 144.47294506891976 fitness,1]: 0.9289280992185066 prediction,1]: 190.17694350812263 error,1]: 13.863049637141573 Experience: 25 numerisity: 1 weight: ,"1, 0] position: ",7. 9.]
Classifier 255: 100100100100#00100100000 = 5 fitness,0]: 0.47387341000000005 prediction,0]: 660.6444265559782 error,0]: 198.30446104707514 fitness,1]: 0.47387341000000005 prediction,1]: 149.85349476992067 error,1]: 46.064056218664106 Experience: 6 numerisity: 1 weight: ,"1, 0] position: ",7. 9.]
Classifier 256: 10010010#100100100100000 = 4 fitness,0]: 0.5264860690000001 prediction,0]: 616.377744402292 error,0]: 256.1753992840759 fitness,1]: 0.5264860690000001 prediction,1]: 132.49917543853238 error,1]: 57.54309894357174 Experience: 7 numerisity: 1 weight: ,"1, 0] position: ",7. 9.]
Classifier 257: 100100100100100100100000 = 6 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",7. 9.]
Classifier 258: 10010010010010010#100000 = 1 fitness,0]: 0.350461 prediction,0]: 1000.0 error,0]: 0.0 fitness,1]: 0.350461 prediction,1]: 200.0 error,1]: 0.0 Experience: 4 numerisity: 1 weight: ,"0.5, 0.5] position: ",7. 9.]
Classifier 259: 100100100100100100100000 = 4 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",7. 9.]
Classifier 260: 100100100100#00100100000 = 3 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",7. 9.]
Classifier 261: 10#100100100100100#00000 = 2 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",7. 9.]
Classifier 262: 100100100100100100100000 = 5 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",7. 9.]
Classifier 263: 10010010010010#100100000 = 0 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",7. 9.]
Classifier 264: 100100100100100100100000 = 6 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",7. 9.]
Classifier 265: 10#100100100100100100000 = 4 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",7. 9.]
Classifier 266: 1001001001001001001#0000 = 5 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",7. 9.]
Classifier 267: 100100100100#001##1000#0 = 2 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",7. 9.]
Classifier 268: 1001001001001001##100000 = 1 fitness,0]: 0.350461 prediction,0]: 1000.0 error,0]: 0.0 fitness,1]: 0.350461 prediction,1]: 200.0 error,1]: 0.0 Experience: 4 numerisity: 1 weight: ,"0, 1] position: ",7. 9.]
Classifier 269: 100100100100100100100000 = 0 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",7. 9.]
Classifier 270: 100100100100100100100000 = 3 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",7. 9.]
Classifier 349: 011010010100111100100000 = 6 fitness,0]: 0.6893275098709001 prediction,0]: 882.2999323474169 error,0]: 166.50252821539112 fitness,1]: 0.6893275098709001 prediction,1]: 183.8938520320677 error,1]: 24.689975993274693 Experience: 11 numerisity: 1 weight: ,"1, 0] position: ",8. 4.]
Classifier 350: 011010010100111100100#00 = 4 fitness,0]: 0.6893275098709001 prediction,0]: 756.6604527637877 error,0]: 57.35222470127806 fitness,1]: 0.6893275098709001 prediction,1]: 173.97517099911664 error,1]: 14.621313391016026 Experience: 11 numerisity: 1 weight: ,"1, 0] position: ",8. 4.]
Classifier 351: 011010010100#11100#000#0 = 3 fitness,0]: 0.5738374621000001 prediction,0]: 741.2551739511692 error,0]: 60.15020400824454 fitness,1]: 0.5738374621000001 prediction,1]: 164.77043063521347 error,1]: 14.40631110716384 Experience: 8 numerisity: 1 weight: ,"1, 0] position: ",8. 4.]
Classifier 352: 011010010#001111001000#0 = 1 fitness,0]: 0.9853669258879797 prediction,0]: 1000.0 error,0]: 0.0 fitness,1]: 0.9853669258879797 prediction,1]: 200.0 error,1]: 0.0 Experience: 40 numerisity: 1 weight: ,"1, 0] position: ",8. 4.]
Classifier 353: #1101001010011#10010000# = 0 fitness,0]: 0.9122569126154403 prediction,0]: 871.807127608773 error,0]: 143.83728100647383 fitness,1]: 0.9122569126154403 prediction,1]: 191.63082695839512 error,1]: 15.203503250036157 Experience: 23 numerisity: 1 weight: ,"1, 0] position: ",8. 4.]
Classifier 354: 011#10010100111100100000 = 2 fitness,0]: 0.6893275098709001 prediction,0]: 512.0217942570023 error,0]: 250.3115205650998 fitness,1]: 0.6893275098709001 prediction,1]: 118.21006611429358 error,1]: 56.45070076545061 Experience: 11 numerisity: 1 weight: ,"1, 0] position: ",8. 4.]
Classifier 355: 0110100101001111001000#0 = 5 fitness,0]: 0.7735197546958862 prediction,0]: 700.4367806954915 error,0]: 75.65269411936919 fitness,1]: 0.7735197546958862 prediction,1]: 160.00304619993125 error,1]: 18.139691409699832 Experience: 14 numerisity: 1 weight: ,"1, 0] position: ",8. 4.]
Classifier 356: 0110100101001111#0100000 = 5 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",8. 4.]
Classifier 357: 0110100101001111#0100000 = 2 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",8. 4.]
Classifier 358: 011010010100#11100100000 = 3 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",8. 4.]
Classifier 359: 011010010100111100#00000 = 4 fitness,0]: 0.109 prediction,0]: 1000.0 error,0]: 0.0 fitness,1]: 0.109 prediction,1]: 200.0 error,1]: 0.0 Experience: 1 numerisity: 1 weight: ,"0.5, 0.5] position: ",8. 4.]
Classifier 360: 011010010100111100100000 = 6 fitness,0]: 0.109 prediction,0]: 1000.0 error,0]: 0.0 fitness,1]: 0.109 prediction,1]: 200.0 error,1]: 0.0 Experience: 1 numerisity: 1 weight: ,"0.5, 0.5] position: ",8. 4.]
Classifier 361: 011010010100111100100000 = 0 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",8. 4.]
Classifier 362: 011#10010100111100100000 = 1 fitness,0]: 0.9853669258879797 prediction,0]: 1000.0 error,0]: 0.0 fitness,1]: 0.9853669258879797 prediction,1]: 200.0 error,1]: 0.0 Experience: 40 numerisity: 1 weight: ,"0.5, 0.5] position: ",8. 4.]
Classifier 363: 011010010100111100100000 = 3 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",8. 4.]
Classifier 364: 011010010100111100100000 = 0 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",8. 4.]
Classifier 365: 0110100101#0111100100#00 = 4 fitness,0]: 0.109 prediction,0]: 1000.0 error,0]: 0.0 fitness,1]: 0.109 prediction,1]: 200.0 error,1]: 0.0 Experience: 1 numerisity: 1 weight: ,"0, 1] position: ",8. 4.]
Classifier 366: 01101#010100111100100000 = 6 fitness,0]: 0.109 prediction,0]: 1000.0 error,0]: 0.0 fitness,1]: 0.109 prediction,1]: 200.0 error,1]: 0.0 Experience: 1 numerisity: 1 weight: ,"0, 1] position: ",8. 4.]
Classifier 367: 01#0100#0100111100100000 = 5 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",8. 4.]
Classifier 368: 011010010100111100100000 = 1 fitness,0]: 0.9853669258879797 prediction,0]: 1000.0 error,0]: 0.0 fitness,1]: 0.9853669258879797 prediction,1]: 200.0 error,1]: 0.0 Experience: 40 numerisity: 1 weight: ,"0, 1] position: ",8. 4.]
Classifier 369: 0110100101001#1100100000 = 2 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",8. 4.]
Classifier 370: #0010011110000#100100100 = 2 fitness,0]: 0.109 prediction,0]: 0.0 error,0]: 0.0 fitness,1]: 0.109 prediction,1]: 0.0 error,1]: 0.0 Experience: 1 numerisity: 1 weight: ,"1, 0] position: ",8. 5.]
Classifier 371: 10010#1#1100000100100100 = 3 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"1, 0] position: ",8. 5.]
Classifier 372: 100#00111100000100100#00 = 1 fitness,0]: 0.41541490000000003 prediction,0]: 1000.0 error,0]: 0.0 fitness,1]: 0.41541490000000003 prediction,1]: 200.0 error,1]: 0.0 Experience: 5 numerisity: 1 weight: ,"1, 0] position: ",8. 5.]
Classifier 373: 100100111100000100100100 = 4 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"1, 0] position: ",8. 5.]
Classifier 374: 1001001111000001001001#0 = 6 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"1, 0] position: ",8. 5.]
Classifier 375: 100100111100000100100100 = 5 fitness,0]: 0.109 prediction,0]: 682.9048745294307 error,0]: 0.0 fitness,1]: 0.109 prediction,1]: 162.60949251956288 error,1]: 0.0 Experience: 1 numerisity: 1 weight: ,"1, 0] position: ",8. 5.]
Classifier 376: 10010011110#000100100100 = 0 fitness,0]: 0.109 prediction,0]: 1000.0 error,0]: 0.0 fitness,1]: 0.109 prediction,1]: 200.0 error,1]: 0.0 Experience: 1 numerisity: 1 weight: ,"1, 0] position: ",8. 5.]
Classifier 377: 100100111100000100100100 = 6 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",8. 5.]
Classifier 378: 100100111100000100100100 = 2 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",8. 5.]
Classifier 379: 100100111100000100100100 = 4 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",8. 5.]
Classifier 380: 10010011110000010#100100 = 0 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",8. 5.]
Classifier 381: 10010011#100000100100100 = 1 fitness,0]: 0.41541490000000003 prediction,0]: 1000.0 error,0]: 0.0 fitness,1]: 0.41541490000000003 prediction,1]: 200.0 error,1]: 0.0 Experience: 5 numerisity: 1 weight: ,"0.5, 0.5] position: ",8. 5.]
Classifier 382: 100100111100000100100100 = 5 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",8. 5.]
Classifier 383: 100100111100000100100100 = 3 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",8. 5.]
Classifier 384: 100100111100000100100100 = 6 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",8. 5.]
Classifier 385: #00100111100000100#00100 = 2 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",8. 5.]
Classifier 386: 1001001111000#0100100100 = 1 fitness,0]: 0.41541490000000003 prediction,0]: 1000.0 error,0]: 0.0 fitness,1]: 0.41541490000000003 prediction,1]: 200.0 error,1]: 0.0 Experience: 5 numerisity: 1 weight: ,"0, 1] position: ",8. 5.]
Classifier 387: 100100111100000100100100 = 3 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",8. 5.]
Classifier 388: 10010011#10000010#100100 = 5 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",8. 5.]
Classifier 389: 10010011110#000100100100 = 4 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",8. 5.]
Classifier 453: 1001001001#01#0100000100 = 5 fitness,0]: 0.27829000000000004 prediction,0]: 682.9121866584245 error,0]: 22.008732607581955 fitness,1]: 0.27829000000000004 prediction,1]: 177.43563320671322 error,1]: 10.381792938991794 Experience: 3 numerisity: 1 weight: ,"1, 0] position: ",8. 9.]
Classifier 454: ##0100100100100100000100 = 6 fitness,0]: 0.5264860690000001 prediction,0]: 499.52276957068284 error,0]: 159.0950207501375 fitness,1]: 0.5264860690000001 prediction,1]: 129.98005061585778 error,1]: 25.97111882544762 Experience: 7 numerisity: 1 weight: ,"1, 0] position: ",8. 9.]
Classifier 455: 10010010#10#100100000100 = 0 fitness,0]: 0.7961677792262976 prediction,0]: 771.9290479127638 error,0]: 169.8665001975678 fitness,1]: 0.7961677792262976 prediction,1]: 175.74567928154622 error,1]: 24.797175813761168 Experience: 15 numerisity: 1 weight: ,"1, 0] position: ",8. 9.]
Classifier 456: 100100#00100100100000100 = 4 fitness,0]: 0.6548083443010001 prediction,0]: 721.8217787461288 error,0]: 230.41692259955514 fitness,1]: 0.6548083443010001 prediction,1]: 162.84659079708536 error,1]: 43.954829191417375 Experience: 10 numerisity: 1 weight: ,"1, 0] position: ",8. 9.]
Classifier 457: 100100100100100100000100 = 1 fitness,0]: 0.9210312213538963 prediction,0]: 831.482872002106 error,0]: 146.07385195066226 fitness,1]: 0.9210312213538963 prediction,1]: 189.3400501600908 error,1]: 15.170947141952261 Experience: 24 numerisity: 1 weight: ,"1, 0] position: ",8. 9.]
Classifier 458: 100100100100100#00000100 = 2 fitness,0]: 0.7961677792262976 prediction,0]: 682.507469875761 error,0]: 185.4883241919673 fitness,1]: 0.7961677792262976 prediction,1]: 157.56629011352624 error,1]: 34.92157477057155 Experience: 15 numerisity: 1 weight: ,"1, 0] position: ",8. 9.]
Classifier 459: 100100100100100100000100 = 3 fitness,0]: 0.6164537158900001 prediction,0]: 702.7166075720497 error,0]: 50.22840981482742 fitness,1]: 0.6164537158900001 prediction,1]: 175.52423946731057 error,1]: 12.55277440358946 Experience: 9 numerisity: 1 weight: ,"1, 0] position: ",8. 9.]
Classifier 460: 100100100100100100000100 = 3 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",8. 9.]
Classifier 461: 1#01001001#010010#000#00 = 6 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",8. 9.]
Classifier 462: #00100100#00100100000100 = 1 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",8. 9.]
Classifier 463: #001001001001#01000#0100 = 0 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",8. 9.]
Classifier 464: 10010010#100100100000100 = 4 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",8. 9.]
